StartDate,EndDate,Consent,Gender,Carnism_1,Carnism_2,Carnism_3,Carnism_4,Carnism_5,Carnism_6,Carnism_7,Carnism_8,Politics_1,Condition,Taste1,Taste2,Taste3,Taste4,Age,Race,Education,Income
11/19/20 14:18,11/19/20 14:23,1,1,2,2,3,4,1,1,1,1,4,1,5,5,5,5,74,1,4,2
11/19/20 14:18,11/19/20 14:24,1,2,4,4,5,5,4,2,2,2,1,2,2,2,2,2,39,3,2,3
11/19/20 14:20,11/19/20 14:26,1,2,5,3,6,6,3,2,2,2,3,2,3,3,3,3,27,4,6,1
11/19/20 14:25,11/19/20 14:28,1,2,4,4,7,4,1,1,5,1,7,1,7,7,7,7,40,1,3,2
11/19/20 14:26,11/19/20 14:28,1,1,5,5,5,3,2,2,5,3,6,2,3,3,4,2,40,1,5,2
11/19/20 14:25,11/19/20 14:28,1,1,5,4,6,4,3,3,1,2,3,1,5,5,6,6,47,1,5,4
11/19/20 14:27,11/19/20 14:31,1,2,6,6,5,4,2,2,2,2,6,2,2,2,3,1,56,1,3,2
11/19/20 14:27,11/19/20 14:31,1,2,4,5,6,2,1,1,2,3,4,1,7,7,7,7,61,4,5,2
11/19/20 14:30,11/19/20 14:33,1,2,5,5,5,6,4,2,2,2,6,1,7,7,7,7,69,1,5,2
11/19/20 14:31,11/19/20 14:34,1,1,6,6,5,4,3,2,4,4,5,2,5,5,5,4,61,1,2,2
11/19/20 14:35,11/19/20 14:38,1,2,1,1,5,5,1,1,1,1,3,1,7,7,7,7,39,4,5,5
11/19/20 14:37,11/19/20 14:39,1,2,4,5,5,4,3,2,1,2,2,1,5,6,4,5,24,1,5,3
11/19/20 14:37,11/19/20 14:40,1,2,6,5,6,4,4,3,5,4,6,2,3,3,2,5,30,1,6,5
11/19/20 14:29,11/19/20 14:44,1,2,4,3,5,6,1,1,1,1,5,1,6,6,5,7,37,4,6,4
11/19/20 14:45,11/19/20 14:46,1,2,5,5,5,5,5,5,5,5,4,1,6,6,6,6,24,4,5,2
11/19/20 14:44,11/19/20 14:47,1,2,4,6,7,4,1,1,1,1,7,2,5,5,4,5,69,1,3,3
11/19/20 14:42,11/19/20 14:47,1,2,7,6,7,3,4,1,1,1,5,1,7,7,7,7,53,1,4,2
11/19/20 14:43,11/19/20 14:47,1,1,7,4,7,5,2,3,2,1,4,1,7,7,6,7,33,1,3,2
11/19/20 14:46,11/19/20 14:49,1,2,6,6,6,2,2,6,3,6,7,2,4,4,3,3,66,1,2,2
11/19/20 14:47,11/19/20 14:51,1,2,4,4,5,6,4,1,1,1,7,2,4,4,4,4,44,2,4,2
11/19/20 14:49,11/19/20 14:51,1,2,5,5,5,6,4,1,2,2,2,1,7,7,7,7,35,1,4,3
11/19/20 14:48,11/19/20 14:52,1,2,4,4,3,7,1,1,1,1,4,2,4,4,4,4,39,1,6,1
11/19/20 14:51,11/19/20 14:54,1,1,1,1,1,7,1,1,1,1,3,1,6,6,4,6,51,1,5,4
11/19/20 14:45,11/19/20 14:55,1,2,6,5,7,4,3,3,4,4,3,2,3,3,3,3,28,3,5,3
11/19/20 14:52,11/19/20 14:57,1,2,7,7,7,7,1,7,7,1,7,2,1,1,1,1,25,1,3,1
11/19/20 14:54,11/19/20 14:57,1,1,6,4,7,7,4,1,1,1,1,2,7,7,7,7,32,1,2,1
11/19/20 14:54,11/19/20 14:58,1,1,6,6,6,4,4,5,3,3,6,1,5,5,5,5,54,1,6,3
11/19/20 14:57,11/19/20 15:01,1,1,2,3,5,4,3,2,2,2,3,1,6,6,5,5,54,1,3,3
11/19/20 14:59,11/19/20 15:03,1,2,3,3,2,5,1,1,3,1,6,2,5,5,5,5,49,1,5,1
11/19/20 14:57,11/19/20 15:03,1,2,1,1,7,7,1,1,5,1,1,2,4,4,4,4,25,4,5,3
11/19/20 14:54,11/19/20 15:04,1,2,3,1,2,7,1,1,1,1,1,1,7,6,2,6,45,1,2,1
11/19/20 15:01,11/19/20 15:04,1,1,6,6,6,4,4,3,3,2,4,1,6,6,6,6,68,1,5,2
11/19/20 14:59,11/19/20 15:05,1,2,5,5,4,4,2,1,1,1,3,1,6,6,6,6,32,1,5,3
11/19/20 15:04,11/19/20 15:05,1,1,2,5,3,2,4,3,1,4,2,2,7,2,4,3,36,2,5,5
11/19/20 15:04,11/19/20 15:07,1,1,7,7,7,1,4,6,3,3,5,2,1,1,1,1,53,1,5,1
11/19/20 15:00,11/19/20 15:08,1,1,2,3,1,6,1,1,1,1,6,2,5,5,5,5,30,4,5,1
11/19/20 15:08,11/19/20 15:10,1,2,1,2,1,7,1,1,1,1,4,1,4,4,3,5,37,1,3,2
11/19/20 15:08,11/19/20 15:10,1,1,4,2,4,4,4,2,4,4,4,1,6,6,6,6,30,1,6,4
11/19/20 15:10,11/19/20 15:12,1,1,2,1,1,7,2,1,4,1,3,2,5,5,6,4,30,1,5,3
11/19/20 15:13,11/19/20 15:16,1,1,7,5,7,3,5,6,7,3,5,1,7,7,6,7,22,2,4,3
11/19/20 15:15,11/19/20 15:17,1,1,5,2,6,7,5,1,5,1,1,2,3,3,2,2,36,3,3,2
11/19/20 15:16,11/19/20 15:18,1,1,2,4,3,5,6,2,2,4,3,1,6,6,5,5,33,1,4,3
11/19/20 15:22,11/19/20 15:24,1,2,4,5,5,7,2,2,1,1,5,1,5,5,5,5,49,1,5,2
11/19/20 14:53,11/19/20 15:25,1,1,7,7,7,4,2,2,2,1,1,2,1,1,1,1,34,1,3,2
11/19/20 15:58,11/19/20 16:02,1,1,7,5,3,5,3,1,1,3,3,1,6,6,4,5,53,1,5,3
11/19/20 16:25,11/19/20 16:28,1,2,6,5,6,1,2,2,3,3,1,1,7,7,7,7,41,1,3,2
